PATH	START_TIME/END_TIME	TRANSCRIPT
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842723340289.wav	0/4.1	改革开放嘛现在处于一个40年的改革开放
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842723340288.wav	0/3.05	我觉得我们的教育的改革
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842719145984.wav	0/5.725	然后临摹完了给你们个课题搞一个设计
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842714951680.wav	0/9.225	我觉得我们现在的艺术这个设计的这个教育也应该按照这个思路去走
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842710757376.wav	0.23596698113207548/1.45	这个很重要
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842706563073.wav	0/6.125	然后做这种对传统图案的这种吸收和继续的这个创新的尝试
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842706563072.wav	0/5.625	所以给你授课的时候你也反反复复的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842702368768.wav	0/4.575	很重要的一个民族的一个重要的地区
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842698174464.wav	0/4.95	就是按照我所熟悉的敦煌的丝绸之路的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842693980161.wav	0.11910377358490566/2.525	但是我是按照一个思路
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842693980160.wav	0/5.875	各个方面的传统的装饰图案是取之不尽用之不竭的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842689785856.wav	0.31760023584905667/2.2506485849056608	因为我们五千年的历史
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842685591552.wav	0.30247641509433965/3.375	敦煌的装饰图案为主
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842681397248.wav	0/8.6	而且我侧重在专业方面呢就是在专程的研究丝绸之路
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842677202944.wav	1.057252358490566/6.95	崇仰这个我们学习传统这个文化艺术
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842673008641.wav	2.704923349056604/5.225	老前辈一直在
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842673008640.wav	0.7130306603773584/4.35	是我们中央工艺美院第几代人了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842660425728.wav	0.20801886792452834/2.1	它应该有怎样的意义
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842656231424.wav	0/5.7	那我们中国的悠久的古代的传统以及这些传统装饰艺术
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842652037120.wav	0/4.2	在很多新科技新技术都蓬勃发展的时代
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842647842816.wav	0/5.225	说一说啊在现在的这种信息化爆炸的这种时代
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842643648513.wav	0.1571933962264151/4.3	然后呢给新一代的年轻学子也包括我们这些老师
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842643648512.wav	0/4.975	能够被更多的受众用更方便的信息化技术所
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842639454208.wav	0.26745283018867927/3.6	这样呢可以使中国传统装饰艺术和文化
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842635259904.wav	0.5451650943396227/5.025	各个高校呢要求把这个课程呢录成网上的课程
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842631065600.wav	0/3.375	那么现在呢在新的信息化的时代下
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842626871297.wav	0.19162735849056603/2.5	现在这门课上了16年了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842626871296.wav	0.3553655660377359/3.075	当时呢您给我写了这本书的前言
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842622676992.wav	0.29180424528301885/2.525	而且这也是我写的第一本书
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842618482688.wav	0/3.725	就是从教以后上的第一门课叫中国传统装饰
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842614288384.wav	0.2138561320754717/2.325	这个是我上的第一门课
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842610094080.wav	0.30919811320754714/3.45	那么这一本书不知道您还记得不
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842605899776.wav	0/3.9	这些中国传统文化以及中国传统的装饰
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842601705472.wav	0.3311320754716981/2.7	我又教给新的一代学子们
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842593316864.wav	0/4.6	后来我后来呢从学校毕业也成为了一名老师
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842589122560.wav	0/3.075	尤其是啊中国传统的图案艺术
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842308104192.wav	0.20754716981132076/3.124528301886792	那么我学习了中国传统装饰艺术
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842299715584.wav	0.27665094339622637/3.45	所有的一些我们分门别类给大家来细细来讲
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842295521280.wav	0.3510318396226415/3.419310141509434	所以我们下面讲的内容就会一一道来
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842291326977.wav	0.3568691037735849/6.725	来创造属于我们这个时代的就是崭新的而且充满生机和活力的文化
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842291326976.wav	0.8953125000000002/4.775	在整个世界范围内的这些优秀的东西来集大成
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842287132672.wav	0.24528301886792458/2.6	那么我们也可以把外来的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842282938368.wav	0.17912735849056602/5.425	那么这个篇章它可以把前代的所有的优秀东西来集大成
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842278744064.wav	0/5.975	在我们今天呢我们的这个新的时代实际上是翻开了新的篇章
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842274549760.wav	0.3204009433962264/5.225	所以说呢我们把中国历史以及装饰艺术比成一个人的成长
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842270355457.wav	0.7219929245283019/3.95	可以继承可以学习可以发扬的这些东西
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842270355456.wav	0.3594339622641509/3.175	那么这里面都有我们在现代生活当中
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842266161152.wav	0.29770047169811326/2.475	我们需要把它进行梳理是的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842261966848.wav	0.24003537735849056/3.45	包括绘画里面有很多很多的研究资料哈
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842257772545.wav	0.9153891509433962/2.875	包括遗留下的经典器物
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842257772544.wav	2.4591391509433964/5.825	有很多有这么悠久的这样一些中国传统装饰
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842253578240.wav	0.3353478773584906/3.125	那实际上到了现代我觉得我们又重获新生
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842249383936.wav	0.3510613207547169/5.725	那么你看我们讲了从婴儿时期讲到封建社会的老年时期
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842245189633.wav	0.2626768867924528/2.475	失去了前朝的那样一些风韵哈
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842245189632.wav	0.46698113207547165/4.5	清代的家具其实落入了一个炫技的这么一个过程
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842240995328.wav	0.2691037735849056/3.753036556603774	它显得很拘谨很呆板很繁琐
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842236801024.wav	0/5.225	而且呢它在用的材料啊工艺上极尽奢华极尽精致
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842232606720.wav	0/3.4	但是清朝的装饰它在技艺上非常好
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842224218113.wav	0.21226415094339626/4.5	所以呢清朝的闭关锁国造成了我们后来的近现代
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842224218112.wav	0.46892688679245276/5.833166273584906	我不再好像喜欢听到一些就是新的改变或者新的声音
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842220023809.wav	0.41444575471698114/2.475	他会觉得我自己经验很丰富
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842220023808.wav	0.5849056603773585/6.19811320754717	但是有一个问题嗯就是这个老年人他总是思维
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842215829504.wav	0.2504716981132075/4.425	工艺美术各个门类的技艺那到了登峰造极的地步
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842211635200.wav	1.0622346698113205/3.425	它实际上是一个总结的过程
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842207440897.wav	0/3.425	无论是文化典籍还是工艺技术
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842207440896.wav	0/1.667570754716981	那么又产生了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842203246592.wav	0.22818396226415097/4.5	融入游游牧民族的文化加上原有的汉族文化
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842199052288.wav	0.6754127358490567/3.95	反而还在前代的基础上又有了进一步发展
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842194857985.wav	0.2383549528301887/5.775	蒙古贵族他同样也喜欢这些个装饰品和这种日用品
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842194857984.wav	0.31014150943396235/6.575	但是在装饰艺术包括手工艺这方面倒是并没有受到太大影响
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842190663680.wav	0.8293042452830188/3.625	对这个文化有一些阻碍
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842186469376.wav	0/3.3	而且它取消科举制度达到八十年之久
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842182275072.wav	0/4.5	可以从更多的民众中让他们来获得文化
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842178080768.wav	0.3568396226415094/4.271580188679245	对于中国文化在某些方面是有一点点阻碍的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842173886465.wav	0.3701356132075472/3.875	但是在历史上其实蒙古人统治的这段时期
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842173886464.wav	0.3483490566037736/5.275	那么蒙古民族呢它的个性就是跟我们农耕民族不一样
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842169692160.wav	0.3034492924528302/5.475	那么实际上呢在这中间还有一个特别例外的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842165497856.wav	0.5240566037735849/5.05	明代呢就是从中年向老年过渡的时期
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842161303553.wav	0/3.925	但是呢我们会更加审视自己的内心和自己的外在
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842161303552.wav	0.246816037735849/2.3	我们会变成一个简单的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842157109248.wav	0.16922169811320756/3.5	肯定不会穿那个糖果色或者花花绿绿的衣服
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842152914944.wav	0.2798938679245283/2.35	我们作为中年女性我们
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842148720640.wav	0/5.0580778301886795	它主要用线条用这样很简洁的这种美来展示
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842144526337.wav	0/2.8475825471698113	但是胜似装饰其实是一个广义的装饰
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842144526336.wav	0.39003537735849053/4.725	但是到了宋代它流行的那些家具我觉得是没有装饰
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842140332032.wav	0.21338443396226411/2.35	包括雕刻镶嵌的一些装饰
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842131943424.wav	0.19976415094339622/3.025	上面有很多这种穗儿的这样的一些装饰
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842127749120.wav	0/3.125	包括我们讲当时非常流行的我们叫月牙凳
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842123554816.wav	0/3.6937500000000005	其实我觉得那个是比较狭义的一个装饰的概念
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842119360513.wav	0.4369103773584906/3.25	我觉得从咱们今天讲的这个装饰来讲
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842119360512.wav	0.22535377358490566/4.55	而不是只看到一时的这种辉煌和绚烂
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842115166208.wav	0.49941037735849053/5.5	它都是一种看上去啊很素朴很简洁
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842110971904.wav	0.434375/3.475	它多了一种繁华落尽之后的沉稳
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842106777601.wav	0.26913325471698113/4.475	所以呢宋人的艺术它是一种含蓄和内敛的艺术
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842106777600.wav	0/4.975	很多浮华的东西可能已经不再引起这位中年人的兴趣
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842102583296.wav	0.5488797169811321/5.35	从青年然后我们到了宋代其实就是可以讲是中年吗
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842094194689.wav	0.30353773584905663/2.2	吸收了多元文化的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842094194688.wav	0.2610849056603773/3.993632075471698	然后影响到它的装饰艺术自然是富贵华丽
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842090000384.wav	0/5.85	这也是一个思路非常开阔的非常开放的人的这种精神气质
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842081611776.wav	0/4.65	使得他的文化就是飞速地快速地多元性地发展
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842077417473.wav	0.4475235849056604/2.1597877358490565	各种风格融合在唐代
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842077417472.wav	0.36650943396226415/2.8	所以他在文化艺术上也是兼收并蓄
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842073223168.wav	0.1751179245283019/3.375	他在文化上贸易上又奉行一个开放的政策
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842069028865.wav	0.2196933962264151/3.0716391509433962	他没有排斥啊他是一种很开放的心态
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842069028864.wav	0.27016509433962266/3.95	它都是啊一下子就就就把它吸收去了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842064834560.wav	0.28301886792452835/5	还有这个来自于少数民族的胡地的音乐舞蹈
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842060640256.wav	0/3.775	啊你看从西域传来的这种啊胡服
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842056445952.wav	0/4.6	我觉得唐代人他就是有一种很强烈的好奇心的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842052251650.wav	0.40625/2.65	它已经达到非常高的一个艺术水准
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842052251649.wav	0.38133844339622636/4.975	从很多洞窟包括有很多仪式的一些文物可以看到
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842052251648.wav	0.6808844339622642/5.249	他的这个感觉还跟刚出道的时候跟汉代还又不一样
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842048057344.wav	0.3378832547169811/3.925	他已经是一个非常有能力的就是成功青年了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842043863040.wav	0.5072228773584906/3.6602299528301883	而且他在各方面的能力都特别成熟了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842039668736.wav	4.764799528301887/6.15	血气方刚的青年
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842031280129.wav	0.3070754716981132/1.6121462264150945	所以我们看唐代的很
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842031280128.wav	0.2319870283018868/3.225	这样一个金戈铁马的这样的一个生活
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842027085824.wav	0.3353478773584906/3.125	到了唐代又好像恢复到汉代
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842022891520.wav	0/4.7431014150943405	所以像后面发展我觉得好像中国的历史有点螺旋式上升
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842018697217.wav	0.4622641509433962/2.136320754716981	有一种出尘之气
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842018697216.wav	0.1407429245283019/3.85	包括了装饰艺术有一种超凡脱俗的这种感觉
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842014502912.wav	0.4231132075471698/2.6	所以魏晋的艺术你会发现
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842010308608.wav	0.6898584905660377/4.875	就是他开始考虑人生存的意义和人和自然的关系
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842006114305.wav	0.4445754716981132/3.6207252358490565	比起那样的一种思想呢其实还更深沉了一些
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842006114304.wav	0.31229363207547167/2.675	比起那种一味的追求
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842001920000.wav	0.9512382075471698/3.65	这个时候我就觉得这个文化思想
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841997725696.wav	0.07281839622641506/3.25	很多魏晋时期的这样的纹样的一些特色哈
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841993531392.wav	1.6445459905660378/2.275	看到很
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841989337089.wav	0/2.9180424528301883	我们可以从这个莫高窟很多的这样一个洞窟
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841985142784.wav	0.37753537735849063/8.425	于是开始啊就是转向了一种可以说是精神上的这种自我的这种觉醒
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841980948480.wav	0/4.575	那么这位啊血气方刚的少年现在遭受了人生的挫折
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841976754176.wav	0.3167452830188679/2.682311320754717	那么实际上国家的政治是动荡
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841972559872.wav	0.3417452830188679/4.025	魏晋时期呢少年有的时候呢也会颓丧
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841968365569.wav	0.35241745283018866/2.15	那到下面就是魏晋时期了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841968365568.wav	0.41874999999999996/6.7	所以这个像这个汉代的艺术我觉得有着非常浪漫的这种感觉
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841964171264.wav	0/2.55	而且呢一个少年他一定是浪漫的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841959976961.wav	0.14133254716981128/3.525	且延绵不断对呀就是气势恢宏的感觉
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841959976960.wav	0.49852594339622647/4.355542452830189	所以汉代像我们家具上讲到汉代我跟学生强调
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841955782656.wav	0.29882075471698116/4.525	而且呢是一种开阔的这样的一个胸襟
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841951588352.wav	0.20801886792452828/6.3	因此他的艺术一定是啊就是非常壮雄壮
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841947394048.wav	1.0081367924528304/5.15	有这种一统山河的初生牛犊不畏虎的气势
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841943199744.wav	0.4736143867924528/2.625	就像一个血气方刚的少年
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841939005440.wav	0.4947228773584905/4.325	那么所以汉代的艺术你看它是非常恢弘豪放
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841934811137.wav	0.8470224056603773/3.925	然后呢江山一统开始有了自己的理想
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841934811136.wav	1.0093160377358488/2.7	那么就是所谓的诸子百家思想
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841930616832.wav	0/5.575	那么比起商代的这种啊残酷的这种奴隶主去奴役奴隶的制度
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841926422528.wav	0.26591981132075476/2.3186910377358485	像周朝的这个礼乐制度
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841922228225.wav	0.301061320754717/2.775	而且社会的秩序也开始形成了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841922228224.wav	0/2.475	是在先秦这段时间出现的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841918033920.wav	0.3638561320754717/2.55	那么我们现在说得很多的圣贤
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841913839616.wav	0.38207547169811323/4	那么说明人的思想呢有没有飞跃式的这种进步
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841909645312.wav	0.3254716981132076/5.75	这个时候呢是人类的思想和精神大发展的时期
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841905451009.wav	0.28466981132075464/3.55	这段时期呢我们把它叫做先秦时期
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841905451008.wav	0.5549528301886792/4.525	就是到这个西周嗯还有春秋战国时期
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841897062400.wav	0.5497641509433963/5.55	但是它的内容主题你看都是敬鬼崇神的啊这样的一个主题
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841888673793.wav	0.32317216981132074/4.725	但是他在青铜器这方面的这种手工技术
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841888673792.wav	0.3449292452830188/3.495725235849056	那么这个其实还是属于人类的这个
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841884479488.wav	0.1642688679245283/4.975	如果我做对了上天可能会啊就是顺应天意啊奖励我
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841880285184.wav	0.45625000000000004/3.3616155660377363	就是好多自然界中的一些自然现象
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841876090880.wav	0.24410377358490568/5.175	这个时代的人们呢其实他对自然界的认识还是比较蒙昧的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841871896577.wav	0.36191037735849063/4.65	做出来的这个作品或者说在当时的这种手工艺品
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841871896576.wav	0.8201650943396227/5.35	所以他们用这种代表着这个时代最先进的技术
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841867702272.wav	0.19923349056603773/2.725	而且还是非常复杂的这个技术
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841863507968.wav	0.3755306603773585/4.825	因为这个时候人们掌握了冶炼这个青铜的技术
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841859313664.wav	0.4369103773584906/5.7	那么陶器已经不再是最主要的作为手工艺代表的门类了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111841855119360.wav	0.7461084905660378/5.7	我们可以看到它的工艺技术那是比原始社会提高了一大块
